ID	ALIGNMENT	COGID	COGIDS	CONCEPT	DOCULECT	FORM	VALUE	TOKENS	MORPHEMES	COMMENT	SOURCE	PROTO_SET	ENTRY_IN_SOURCE	CONCEPT_IN_SOURCE	UNCERTAIN_COGNACY
4283	( - - - - - - - ) h o - a - ( - )	223		flower	Kapanawa	hoa		h o a		None		§297	Kp hoa		None
4284	( v i m i + - - ) - u - a - ( - )	223		flower	Marubo	ˈvimi_ˈua		v i m i + u a		None	Anonby2010	§297	Mar ˈvimi ˈua (ANONBY; HOLBROOK;; 2010), owa (CESARINO;; 2008)		None
4285	( - - - - - - - ) - o w a - ( - )	223		flower	Marubo	owa		o w a		None	Cesarino2008	§297	Mar ˈvimi ˈua (ANONBY; HOLBROOK;; 2010), owa (CESARINO;; 2008)		None
4286	( - - - - - - - ) h o - a - ( - )	223		flower	Chakobo	hoa		h o a		None	Loos1998	§297	Ch hoa ‘flor’ (LOOS; LOOS;; 1998), niʔi hoa		None
4287	( n i ʔ i + - - ) h o - a - ( - )	223		flower	Chakobo	niʔi_hoa		n i ʔ i + h o a		None		§297	Ch hoa ‘flor’ (LOOS; LOOS;; 1998), niʔi hoa		None
4288	( - - - - - ɦ i ) ɦ u w a - ( - )	223		flower	Kaxarari	ɦiɦuˈwa		ɦ i ɦ u w a		None	Lanes2005	§297	Kax hihuˈwa [ɦiɦuˈwa] (LANES;; 2005)		None
4289	( - - - - - - - ) - o - a - ( - )	223		flower	Chaninawa	oa		o a		None		§297	Chan oa		None
4290	( - - - - - - - ) - o - a - ( - )	223		flower	Sharanawa	oa		o a		None		§297	Shar oa, oan		None
4291	( - - - - - - - ) - o - a - ( n )	223		flower	Sharanawa	oan		o a n		None		§297	Shar oa, oan		None
4292	( - - - - - - - ) h u - a ʔ ( - )	223		flower	Katukina	huˈaʔ		h u a ʔ		None	Barros1987	§297	Kat hua [huˈaʔ] (BARROS;; 1987)		None
4293	( - - - - - - - ) h o w a - ( - )	223		flower	Amawaka	howa_I		h o w a		None		§297	A howa I		None
4294	( - - - - - - - ) h u - a - ( - )	223		flower	Kaxinawa	hua		h u a		None		§297	Kn hua		None
4295	( - - - - - - - ) - o - a - ( - )	223		flower	Marinawa	oa		o a		None		§297	M oa		None
4296	( - - - - - - - ) - u - a - ( - )	223		flower	Yawanawa	ua		u a		None		§297	Yaw ua		None
4297	h õ ts i s ( - - )	224		claw	Proto-Panoan	hõtsis		h õ ts i s		None	Oliveira2014	§298	*hõtsis ‘garra;;  unha’ :		None
4298	ʔ õ ts !í/i s ( - - )	224		claw	Kakataibo	ʔõtsís		ʔ õ ts !í/i s		None		§298	Ksh ʔõtsís ‘uña;; garra;; casco’		None
4299	h o ts i s ( i - )	224		claw	Chakobo	ˈhotsisi		h o ts i s i		None		§298	Ch ˈhotsisi, ˈhotsis (ZINGG;; 1998)		None
4300	h o ts i s ( - - )	224		claw	Chakobo	ˈhotsis		h o ts i s		None	Zingg1998	§298	Ch ˈhotsisi, ˈhotsis (ZINGG;; 1998)		None
4301	- o ts i s ( - - )	224		claw	Yaminawa	otsis		o ts i s		None		§298	Yam otsis, otsisi ‘uña del dedo del pie’		None
4302	- o ts i s ( i - )	224		fingernail	Yaminawa	otsisi		o ts i s i		None		§298	Yam otsis, otsisi ‘uña del dedo del pie’		None
4303	- o ts i s ( - - )	224		claw	Chaninawa	otsis		o ts i s		None		§298	Chan otsis		None
4304	- o ts i s ( i - )	224		claw	Sharanawa	otsisi		o ts i s i		None		§298	Shar otsisi, otsisin ‘uña del dedo del pie’		None
4305	- o ts i s ( i n )	224		fingernail	Sharanawa	otsisin		o ts i s i n		None		§298	Shar otsisi, otsisin ‘uña del dedo del pie’		None
4306	h õ ts i s ( - - )	224		fingernail	Amawaka	hõtsis_I		h õ ts i s		None		§298	A hõtsis I ‘uña del dedo del pie’		None
4307	h u ts i s ( - - )	224		claw	Kaxinawa	hutsis		h u ts i s		None		§298	Kn hutsis ‘uña del dedo del pier;; garra’		None
4308	- !ó/o ts i s ( i - )	224		claw	Marinawa	ótsisi		!ó/o ts i s i		None		§298	M ótsisi		None
4309	- u ts i s ( i - )	224		claw	Yawanawa	utsiˈsi		u ts i s i		None	Cabral2009	§298	Yaw utsisi [utsiˈsi] ‘unha do pé’ (CABRAL; OLIVEIRA;; 2012)		None
4310	h o ( - ) i ( - - - - )	225		voice	Proto-Panoan	hoi		h o i		None	Oliveira2014	§299	*hoi ‘fala;; voz;;  palavra’ :		None
4311	h o ( - ) i ( - - - - )	225		voice	ShipiboKonibo	hoi		h o i		None		§299	SK hoi ‘mensaje;; expresión;; palabra’		None
4312	h o ( - ) i ( - - - - )	225		voice	Kapanawa	hoi		h o i		None		§299	Kp hoi ‘habla;; voz;; palabra’		None
4313	h o ( - ) j ( - - - - )	225		voice	Chakobo	hoy		h o j		None		§299	Ch hoy		None
4314	ɦ ɯ ( - ) j ( a ɦ i - )	225		to say, to speak	Kaxarari	ɦɯjaˈɦi		ɦ ɯ j a ɦ i		None	Lanes2005	§299	Kax huya-ˈhi [ɦɯjaˈɦi] ‘dizer;; falar’ (LANES;; 2005)		None
4315	- o ( - ) i ( - - - - )	225		voice	Sharanawa	oi		o i		None		§299	Shar oi, oin ‘voz’		None
4316	- o ( - ) i ( - - - n )	225		voice	Sharanawa	oin		o i n		None		§299	Shar oi, oin ‘voz’		None
4317	h o ( w ) i ( - - - - )	225		voice	Amawaka	howi		h o w i		None		§299	A howi ‘palabra;; habla’		None
4318	h u ( - ) i ( - - - - )	225		voice	Kaxinawa	hui		h u i		None		§299	Kn hui		None
4319	h o ( - - ) i n ( - - - - )	228		to breathe	Proto-Panoan	hoin		h o i n		None	Oliveira2014	§300	*hoin‘respirar’ :		None
4320	- o ( - - ) i - ( - - - - )	228		to breathe	Kakataibo	oi-		o i		None		§300	Ksh oi- ‘respirar’		None
4321	h o ( - - ) i - ( - - - - )	228		to breathe	ShipiboKonibo	hoi-		h o i		None		§300	SK hoi- ‘respirar;;  expeler aire’		None
4322	h o ( - - ) !í/i n ( - - - - )	228		to breathe	Kapanawa	hoín		h o !í/i n		None		§300	Kp hoín ‘soplar;;  respirar’		None
4323	h o ( - - ) i - ( - - - - )	228		to breathe	Chakobo	hoi-		h o i		None		§300	Ch hoi- ‘querer descansar en vez de continuar (haciendo algo)’		None
4324	ɦ ɯ ( i w ) ɛ - ( ɦ i - - )	228		to breathe	Kaxarari	ɦɯiwɛˈɦi		ɦ ɯ i w ɛ ɦ i		None	Lanes2005	§300	Kax huiwɛˈhi [ɦɯiwɛˈɦi] ‘respirar’ (LANES;; 2005)		None
4325	h õ ( - w ) i - ( - - - - )	228		to breathe	Amawaka	hõwi-		h õ w i		None		§300	A hõwi- ‘descansar’		None
4326	h u ( - - ) i - ( d u k u )	228		to breathe	Kaxinawa	huiduku-		h u i d u k u		None		§300	Kn huiduku- ‘descansar’, huisi- ‘respirar’		None
4327	h u ( i s ) i - ( - - - - )	228		to breathe	Kaxinawa	huisi-		h u i s i		None		§300	Kn huiduku- ‘descansar’, huisi- ‘respirar’		None
4328	h o - i rⁿ t i ( - - - )	229		heart	Proto-Panoan	hoi[n]ti		h o i rⁿ t i		None	Oliveira2014	§301	*hoi[n]ti ‘coração’ :		None
4329	h o - i - t i ( - - - )	229		heart	ShipiboKonibo	hoiti		h o i t i		None		§301	SK hoiti		None
4330	h o - !í/i n t i ( - - - )	229		heart	Kapanawa	hoínti		h o !í/i n t i		None		§301	Kp hoínti		None
4331	- - w i n t i ( - - - )	229		heart	Marubo	ˈwinti		w i n t i		None	Anonby2010	§301	Mar ˈwinti (ANONBY; HOLBROOK;; 2010)		None
4332	h o - i - t !í/i ( - - - )	229		heart	Chakobo	hoití		h o i t !í/i		None		§301	Ch hoití		None
4333	- o - i ~ t i ( - - - )	229		heart	Yaminawa	oĩti		o i ~ t i		None		§301	Yam oĩti, oĩtinĩ		None
4334	- o - i ~ t i ( n ĩ - )	229		heart	Yaminawa	oĩtinĩ		o i ~ t i n ĩ		None		§301	Yam oĩti, oĩtinĩ		None
4335	- o - i n t i ( - - - )	229		heart	Chaninawa	ointi		o i n t i		None		§301	Chan ointi		None
4336	- o - i n t i ( - - - )	229		heart	Sharanawa	ointi		o i n t i		None		§301	Shar ointi, ointinin		None
4337	- o - i n t i ( n i n )	229		heart	Sharanawa	ointinin		o i n t i n i n		None		§301	Shar ointi, ointinin		None
4338	- u - i n t i ( - - - )	229		heart	Shanenawa	uinti		u i n t i		None		§301	Shan uinti		None
4339	- - w i n t i ( - - - )	229		heart	Katukina	winti		w i n t i		None		§301	Kat winti		None
4340	h o w i - t i ( - - - )	229		heart	Amawaka	howiti		h o w i t i		II		§301	A howiti II		None
4341	h u - i - t i ( - - - )	229		heart	Kaxinawa	huiti		h u i t i		None		§301	Kn huiti		None
4342	- !ṍ/õ - i - t i ( - - - )	229		heart	Marinawa	ṍiti		!ṍ/õ i t i		None		§301	M ṍiti		None
4343	- ũ - i ~ t i ( - - - )	229		heart	Yawanawa	ũĩti		ũ i ~ t i		None		§301	Yaw ũĩti		None
4344	- - w i n t e ( - - - )	229		heart	Korubo	winte		w i n t e		None		§301	Ko winte ‘coração’		None
4345	- - w i n t e ( - - - )	229		heart	Matis	winte		w i n t e		None		§301	Mt winte ‘coração’		None
4346	- - w i n t e ( - - - )	229		heart	Mayoruna	winˈte		w i n t e		None		§301	My uinte [winˈte]		None
4347	h o n - ɨ ( - - - - )	230		to hide	Proto-Panoan	hon[ɨ]-		h o n ɨ		None	Oliveira2014	§302	*hon[ɨ]- ‘esconder’ :		None
4348	- o n - ɨ ( - - - - )	230		to hide	Kakataibo	onɨ-		o n ɨ		None		§302	Ksh onɨ-		None
4349	h o n - ɨ ( - - - - )	230		to hide	ShipiboKonibo	honɨ-		h o n ɨ		None		§302	SK honɨ-		None
4350	h o n - ɨ ( - - - - )	230		to hide	Kapanawa	honɨ-		h o n ɨ		None		§302	Kp honɨ-		None
4351	h o n - ɨ ( - - - - )	230		to hide	Chakobo	honɨ-		h o n ɨ		None		§302	Ch honɨ-		None
4352	h o n - a ( + h i - )	230		to hide	Kaxarari	hona-hi		h o n a + h i		None	Sousa2004	§302	Kax hona-hi ‘esconder’ (SOUSA;; 2004)		None
4353	- o n - ɨ ( i - - - )	230		to hide	Sharanawa	onɨi		o n ɨ i		None		§302	Shar onɨi, onɨa ‘robar;;  esconder’		None
4354	- o n - ɨ ( a - - - )	230		to hide	Sharanawa	onɨa		o n ɨ a		None		§302	Shar onɨi, onɨa ‘robar;;  esconder’		None
4355	- o n - ɨ ( - - - - )	230		to steal	Shanenawa	onɨ		o n ɨ		None		§302	Shan onɨ ‘roubar’		None
4356	h u n - i ( + t i - )	230		to hide	Katukina	huni-ti		h u n i + t i		None		§302	Kat huni-ti		None
4357	h o n - ɨ ( - - - - )	230		to hide	Amawaka	honɨ-_I		h o n ɨ		None		§302	A honɨ- I		None
4358	h u n - ɨ ( - - - - )	230		to hide	Kaxinawa	hunɨ-		h u n ɨ		None		§302	Kn hunɨ-		None
4359	- ó/o n - ɨ ( - - - - )	230		to hide	Marinawa	ónɨ-		ó/o n ɨ		None		§302	M ónɨ-		None
4360	- o m p o ( - - - - )	230		to hide	Korubo	ompo		o m p o		None		§302	Ko ompo ‘roubar;;  esconder’		None
4361	- o n p o ( + k i n )	230		to hide	Matis	onpo-kin		o n p o + k i n		None		§302	Mt onpo-kin ‘roubar;;  esconder’		None
4362	- o m p o ( - - - - )	230		to hide	Mayoruna	om.ˈpo		o m p o		None		§302	My ompo [om.ˈpo] ‘esconder’		None
4363	h o n i ( - - - - - - )	231		human	Proto-Panoan	honi		h o n i		None	Oliveira2014	§303	*honi ‘homem;;  humano’ :		None
4364	- o n i ( - - - - - - )	231		human	Kakataibo	oni		o n i		None		§303	Ksh oni		None
4365	h o n i ( - - - - - - )	231		human	ShipiboKonibo	honi		h o n i		None		§303	SK honi		None
4366	h o n i ( - - - - - - )	231		human	Kapanawa	honi		h o n i		None		§303	Kp honi		None
4367	- o n i ( - - - - - - )	231		human	Marubo	oni		o n i		None	Cesarino2008	§303	Mar oni ‘homem’ (CESARINO;; 2008)		None
4368	h o n i ( - - - - - - )	231		human	Chakobo	honi		h o n i		None		§303	Ch honi		None
4369	h u n i ( - - - - - - )	231		human	Kaxarari	huni		h u n i		None	Valenzuela2012	§303	Kax huni ‘homem’ (VALENZUELA; OLIVEIRA;; 2012)		None
4370	- o n i ( k o i n - - )	231		human	Sharanawa	onikoin		o n i k o i n		None		§303	Shar onikoin, onikoinin ‘Sharanahua (gente verdadeira)’		None
4371	- o n i ( k o i n i n )	231		human	Sharanawa	onikoinin		o n i k o i n i n		None		§303	Shar onikoin, onikoinin ‘Sharanahua (gente verdadeira)’		None
4372	h u n i ( - - - - - - )	231		human	Katukina	huni		h u n i		None		§303	Kat huni ‘homem’		None
4373	- ũ d i ( - - - - - - )	231		shade	Poyanawa	ũdi		ũ d i		None		§303	Poy ũdi ‘gente’		None
4374	h o n i ( - - - - - - )	231		human	Amawaka	honi_I		h o n i		None		§303	A honi I		None
4375	h u n i ( - - - - - - )	231		human	Kaxinawa	huni		h u n i		None		§303	Kn huni		None
4376	- o n i ( - - - - - - )	231		human	Marinawa	oni		o n i		None		§303	M oni		None
4377	h o rⁿ o - ( - - - - - - - - )	232		species of pig	Proto-Panoan	ho[n]o		h o rⁿ o		None	Oliveira2014	§304	*ho[n]o ‘esp. de queixada (porco do mato)’ :		None
4378	- õ - - - ( k i - - - - - - )	232		species of pig	Kakataibo	õki		õ k i		None		§304	Ksh õki		None
4379	h o n o - ( - - - - - - - - )	232		species of pig	ShipiboKonibo	hono		h o n o		None		§304	SK hono		None
4380	h o n o - ( - - - - - - - - )	232		species of pig	Kapanawa	hono		h o n o		None		§304	Kp hono		None
4381	- u n u - ( - - - - - - - - )	232		species of pig	Marubo	ˈunu		u n u		None	Anonby2010	§304	Mar ˈunu (ANONBY; HOLBROOK;; 2010)		None
4382	h o n o - ( - - - - - - - - )	232		species of pig	Chakobo	hono		h o n o		None		§304	Ch hono		None
4383	( ʃ i ) b u l u - - - ( - - - - - )	554		species of pig	Kaxarari	ʃibuˈlu		ʃ i b u l u		None	Valenzuela2012	§304	Kax **ʃibuˈlu ‘queixada’ (VALENZUELA; OLIVEIRA;; 2012)		1
4384	- o n o - ( - - - - - - - - )	232		species of pig	Sharanawa	ono		o n o		None		§304	Shar ono, onon ‘sajino’		None
4385	- o n o - ( - - - n - - - - )	232		species of pig	Sharanawa	onon		o n o n		None		§304	Shar ono, onon ‘sajino’		None
4386	- u n u - ( - - - - - - - - )	232		species of pig	Shanenawa	unu		u n u		None		§304	Shan unu ‘porco’		None
4387	h u n o ʔ ( - - - - - - - - )	232		species of pig	Katukina	huˈnoʔ		h u n o ʔ		None	Barros1987	§304	Kat hunu [huˈnoʔ] ~ [xuˈnoʔ] ‘porco’ (BARROS;; 1987)		None
4388	- ũ d u - ( - - - - - - - - )	232		species of pig	Poyanawa	ũdu		ũ d u		None		§304	Poy ũdu ‘caititu;; porquinho’		None
4389	h o n o - ( - - - - - - - - )	232		species of pig	Amawaka	hono		h o n o		II		§304	A hono II		None
4390	h u n u - ( - - - + j a w a )	232		species of pig	Kaxinawa	hunu_yawa		h u n u + j a w a		None		§304	Kn hunu yawa		None
4391	- ó/o n ó/o - ( - - - - - - - - )	232		species of pig	Marinawa	ónó		ó/o n ó/o		None		§304	M ónó		None
4392	- u n u - ( - - - - - - - - )	232		species of pig	Yawanawa	unu		u n u		None		§304	Yaw unu ‘bicho de caça’		None
4393	- u n - - ( k i n - - - - - )	232		species of pig	Korubo	unkin		u n k i n		None		§304	Ko unkin		None
4394	- u n - - ( k i n - - - - - )	232		species of pig	Matis	unkin		u n k i n		None		§304	Mt unkin ‘caititu’		None
4395	- u ŋ - - ( k i n - - - - - )	232		species of pig	Mayoruna	uŋ.ˈkin		u ŋ k i n		None		§304	My unkin [uŋ.ˈkin] ‘jabalí menor;; sajino’		None
4396	( - - ) h o ( - ) ʃ i n ( - - - - - - )	233		red	Proto-Panoan	hoʃin		h o ʃ i n		None	Oliveira2014	§305	*hoʃin ‘vermelho’ :		None
4397	( - - ) h o ( - ) ʃ i - ( - - - - - - )	233		red	ShipiboKonibo	hoʃi		h o ʃ i		None		§305	SK hoʃi		None
4398	( - - ) h o ( - ) ʃ i n ( - - - - - - )	233		red	Kapanawa	hoʃin		h o ʃ i n		None		§305	Kp hoʃin, hoʃini ‘rojo’ (LOOS; LOOS;; 1998), hoʃini ‘rojo’		None
4399	( - - ) h o ( - ) ʃ i n ( i - - - - - )	233		red	Kapanawa	hoʃini		h o ʃ i n i		None	Loos1998	§305	Kp hoʃin, hoʃini ‘rojo’ (LOOS; LOOS;; 1998), hoʃini ‘rojo’		None
4400	( - - ) h o ( - ) ʃ i n ( i - - - - - )	233		red	Kapanawa	hoʃini		h o ʃ i n i		None		§305	Kp hoʃin, hoʃini ‘rojo’ (LOOS; LOOS;; 1998), hoʃini ‘rojo’		None
4401	( - - ) - ũ ( - ) ʃ ĩ - ( - + g a - - )	233		red	Marubo	ũˈʃĩ-ga		ũ ʃ ĩ + g a		None	Anonby2010	§305	Mar ũˈʃĩ-ga ‘vermelho’ (ANONBY; HOLBROOK;; 2010)		None
4402	( - - ) - - ( - ) ʃ i n ( i - - - - - )	233		red	Chakobo	ʃini		ʃ i n i		None		§305	Ch ʃini, tʃiʃíni ‘rojo’, **ˈʃini ‘rojo’, **tʃiˈʃi, **tʃiˈʃini ‘la pluma roja o el plumón rojo de la cola de um ave’ (ZINGG;; 1998))		None
4403	( tʃ i ) - - ( - ) ʃ !í/i n ( i - - - - - )	233		red	Chakobo	tʃiʃíni		tʃ i ʃ !í/i n i		None		§305	Ch ʃini, tʃiʃíni ‘rojo’, **ˈʃini ‘rojo’, **tʃiˈʃi, **tʃiˈʃini ‘la pluma roja o el plumón rojo de la cola de um ave’ (ZINGG;; 1998))		None
4404	( - - ) - - ʃ i ( - ) n ( i - - )	754		red	Chakobo	ˈʃini		ʃ i n i		None		§305	Ch ʃini, tʃiʃíni ‘rojo’, **ˈʃini ‘rojo’, **tʃiˈʃi, **tʃiˈʃini ‘la pluma roja o el plumón rojo de la cola de um ave’ (ZINGG;; 1998))		1
4405	( tʃ i ) - - ʃ i ( - ) - ( - - - )	658		red	Chakobo	tʃiˈʃi		tʃ i ʃ i		None		§305	Ch ʃini, tʃiʃíni ‘rojo’, **ˈʃini ‘rojo’, **tʃiˈʃi, **tʃiˈʃini ‘la pluma roja o el plumón rojo de la cola de um ave’ (ZINGG;; 1998))		1
4406	( tʃ i ) - - ʃ i ( - ) n ( i - - )	659		red	Chakobo	tʃiˈʃini		tʃ i ʃ i n i		None	Zingg1998	§305	Ch ʃini, tʃiʃíni ‘rojo’, **ˈʃini ‘rojo’, **tʃiˈʃi, **tʃiˈʃini ‘la pluma roja o el plumón rojo de la cola de um ave’ (ZINGG;; 1998))		1
4407	( - - ) p ɯ ( - ) ʂ ɨ - ( - - - - - - )	233		red	Kaxarari	pɯˈʂɨ		p ɯ ʂ ɨ		None	Lanes2005	§305	Kax puˈʂɨ [pɯˈʂɨ] (LANES;; 2005)		None
4408	( - - ) - o ( - ) ʃ ĩ - ( - - - - - - )	233		red	Yaminawa	oʃĩ		o ʃ ĩ		None	Faust2002	§305	Yam oʃĩ (FAUST; LOOS;; 2002)		None
4409	( - - ) - o ( - ) ʂ i - ( - - - - - - )	233		red	Chaninawa	oʂi		o ʂ i		None		§305	Chan oʂi, oʃi nipa		None
4410	( - - ) - o ( - ) ʃ i - ( - + n i p a )	233		red	Chaninawa	oʃi_nipa		o ʃ i + n i p a		None		§305	Chan oʂi, oʃi nipa		None
4411	( - - ) - o ( - ) ʃ i n ( - - - - - - )	233		red	Sharanawa	oʃin		o ʃ i n		None		§305	Shar oʃin		None
4412	( - - ) - u ( - ) ʂ i n ( - - - - - - )	233		red	Shanenawa	uʂin		u ʂ i n		None	Ribeiro2005	§305	Shan uʂin (RIBEIRO; CÂNDIDO;; 2008)		None
4413	( - - ) - õ ( ŋ ) ʒ i ʔ ( - - - - - - )	233		red	Katukina	õŋˈʒiʔ		õ ŋ ʒ i ʔ		None	Barros1987	§305	Kat ũʃi [õŋˈʒiʔ] (BARROS;; 1987)		None
4414	( - - ) w i ( - ) ʃ i - ( - - - - - - )	233		red	Amawaka	wiʃi_I		w i ʃ i		None		§305	A wiʃi I ‘rojo’		None
4415	( - - ) h u ( - ) ʃ i - ( - - - - - - )	233		red	Kaxinawa	huʃi		h u ʃ i		None		§305	Kn huʃi ‘rojo;; maduro’		None
4416	( - - ) - ó/o ( - ) ʃ i - ( - - - - - - )	233		red	Marinawa	óʃi		ó/o ʃ i		None		§305	M óʃi		None
4417	( - - ) - u ( - ) ʃ ĩ - ( - - - - - - )	233		red	Yawanawa	uʃĩ		u ʃ ĩ		None		§305	Yaw uʃĩ		None
4418	( - - ) - - ( - ) ʃ i n ( - t e - - - )	233		achiote	Korubo	ʃinte		ʃ i n t e		None		§305	Ko ʃinte ‘urucum’		None
4419	( - - ) - - ( - ) ʃ i n ( - - - - - - )	233		yellow	Matis	ʃin		ʃ i n		None		§305	Mt ʃin ‘amarelo’		None
4420	( - - ) - - ( - ) ʃ i n ( - - - - - - )	233		red	Mayoruna	ʃin		ʃ i n		(Ver também a etimologia 319. *pãʃini		§305	My ʃin ‘rojo’ (Ver também a etimologia 319. *pãʃini)		None
4421	( - - - ) h o ʂ o ( - - - )	234		white	Proto-Panoan	hoʂo		h o ʂ o		None	Oliveira2014	§306	*hoʂo ‘branco’ :		None
4422	( - - - ) - o ʂ o ( - - - )	234		white	Kakataibo	oʂo		o ʂ o		None		§306	Ksh oʂo		None
4423	( - - - ) h o ʂ o ( - - - )	234		white	ShipiboKonibo	hoʂo		h o ʂ o		None		§306	SK hoʂo		None
4424	( - - - ) h o ʂ o ( - - - )	234		white	Kapanawa	hoʂo		h o ʂ o		None		§306	Kp hoʂo		None
4425	( - - - ) - u ʃ u ( + k a )	234		white	Marubo	ˈuʃu-ka		u ʃ u + k a		None		§306	Mar ˈuʃu-ka		None
4426	( - - - ) h o ʂ o ( - - - )	234		white	Chakobo	hoʂo		h o ʂ o		None		§306	Ch hoʂo		None
4427	( β a k ) - ɯ ʂ ɯ ( - - - )	234		white	Kaxarari	βakɯˈʂɯ		β a k ɯ ʂ ɯ		None	Lanes2005	§306	Kax bakuˈʂu [βakɯˈʂɯ] (LANES;; 2005)		None
4428	( - - - ) - o ʂ o ( - - - )	234		white	Yaminawa	oʂo		o ʂ o		None	Faust2002	§306	Yam oʂo (FAUST; LOOS;; 2002)		None
4429	( - - - ) - o ʃ o ( + p a )	234		white	Chaninawa	oʃo-pa		o ʃ o + p a		None		§306	Chan oʃo-pa, oʂo-pa		None
4430	( - - - ) - o ʂ o ( + p a )	234		white	Chaninawa	oʂo-pa		o ʂ o + p a		None		§306	Chan oʃo-pa, oʂo-pa		None
4431	( - - - ) - o ʂ o ( - - - )	234		white	Sharanawa	oʂo		o ʂ o		None		§306	Shar oʂo		None
4432	( - - - ) - u ʂ ɨ ( - - - )	234		white	Shanenawa	uʂɨ		u ʂ ɨ		None	Ribeiro2005	§306	Shan uʂɨ ‘branco’ (RIBEIRO; CÂNDIDO;; 2008)		None
4433	( - - - ) - u ʂ u ( - - - )	234		white	Katukina	uʂu		u ʂ u		None		§306	Kat uʂu ‘branco’		None
4434	( - - - ) - u h u ( - - - )	234		white	Poyanawa	uhu		u h u		None		§306	Poy uhu		None
4435	( - - - ) h o x o ( - - - )	234		white	Amawaka	hoxo_I		h o x o		None		§306	A hoxo I		None
4436	( - - - ) h u ʂ u ( - p a )	234		white	Kaxinawa	huʂupa		h u ʂ u p a		None		§306	Kn huʂupa		None
4437	( - - - ) - ó/o ʂ ó/o ( - p á/a )	234		white	Marinawa	óʂópá		ó/o ʂ ó/o p á/a		None		§306	M óʂópá		None
4438	( - - - ) - u ʃ u ( - - - )	234		white	Yawanawa	uʃu		u ʃ u		None		§306	Yaw uʃu		None
4439	( - - - ) - u ʂ u ( - - - )	234		white	Mayoruna	uˈʂu		u ʂ u		None		§306	My uʂu [uˈʂu]		None
4440	p a ʔ ts a ( - - )	235		to wash	Proto-Panoan	paʔtsa-		p a ʔ ts a		None	Oliveira2014	§307	*paʔtsa- ‘lavar’ :		None
4441	p a - ts á/a ( - - )	235		to wash	Kakataibo	patsá		p a ts á/a		None		§307	Ksh patsá		None
4442	p a - ts á/a ( - - )	235		to wash	ShipiboKonibo	patsá-		p a ts á/a		None		§307	SK patsá-		None
4443	p a ʔ ts á/a ( - - )	235		to wash	Kapanawa	paʔtsá-		p a ʔ ts á/a		None		§307	Kp paʔtsá-		None
4444	p a - ts a ( - - )	235		to wash	Chakobo	patsa-		p a ts a		None		§307	Ch patsa-		None
4445	p a - ʃ a ( - - )	612		to wash	Kaxarari	paʃa		p a ʃ a		None	Valenzuela2012	§307	Kax **paʃa ‘bater;;  dar um tapa’ (VALENZUELA; OLIVEIRA;; 2012)		1
4446	p a - ts a ( - - )	235		to wash	Yaminawa	patsa		p a ts a		None	Faust2002	§307	Yam patsa ‘lavar (la ropa)’ (FAUST; LOOS;; 2002)		None
4447	p a - ts a ( i n )	235		to wash	Sharanawa	patsain		p a ts a i n		None		§307	Shar patsain, patsaan ‘lavar ropa’		None
4448	p a - ts a ( a n )	235		to wash	Sharanawa	patsaan		p a ts a a n		None		§307	Shar patsain, patsaan ‘lavar ropa’		None
4449	p a - ts a ( - - )	235		to wash	Amawaka	patsa-		p a ts a		II		§307	A patsa- II		None
4450	p a - ts a ( - - )	235		to wash	Kaxinawa	patsa-		p a ts a		None		§307	Kn patsa-		None
4451	p á/a - ts ã ( - - )	235		to wash	Marinawa	pátsã-		p á/a ts ã		None		§307	M pátsã-		None
4452	p a - ts a ( - - )	235		to wash	Yawanawa	patsa		p a ts a		None		§307	Yaw patsa ‘bater’		None
4453	p a ʔ ɨ ( - ) n ( - - - - - - - )	236		to get drunk, drunk	Proto-Panoan	paʔɨn-		p a ʔ ɨ n		None	Oliveira2014	§308	*paʔɨn- ‘embebedar-se, bêbado;;  embriagado’ :		None
4454	p a - ɨ ( - ) - ( - - - - - - - )	236		to get drunk, drunk	Kakataibo	paɨ		p a ɨ		None		§308	Ksh paɨ		None
4455	p a - ɨ ( - ) - ( - - - - - - - )	236		to get drunk, drunk	ShipiboKonibo	paɨ-		p a ɨ		None		§308	SK paɨ-		None
4456	p a ʔ ɨ ( - ) n ( - - - - - - - )	236		to get drunk, drunk	Kapanawa	paʔɨn-		p a ʔ ɨ n		None		§308	Kp paʔɨn-		None
